ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016853,isomerase activity,25/569,180/18737,0.1388888888888889,4.57356961530951,8.525613235265773,2.2799120970146102e-10,3.896577038534061e-9,2.2399136391722483e-9,2938/5224/242/283209/5740/3705/4282/5973/130589/5730/5373/29785/84693/5238/4351/26035/3295/7167/6916/4047/80142/5223/10007/10682/5236,25
GO:0016831,carboxy-lyase activity,12/569,35/18737,0.34285714285714286,11.290183278935476,10.783360325223224,2.4178671430721483e-10,4.010814907919682e-9,2.3055822912266926e-9,1644/2571/593/10873/4199/10606/113451/4953/55862/2805/60490/4597,12
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",15/569,61/18737,0.2459016393442623,8.097467515629951,9.825788456982472,2.7864093746178676e-10,4.4900996779556494e-9,2.5810949996460248e-9,2938/6723/4259/4257/2941/9446/27235/8540/2222/4258/3145/2342/326625/116150/2950,15
GO:0106019,"phosphatidylinositol-4,5-bisphosphate phosphatase activity",8/569,12/18737,0.6666666666666666,21.953134153485646,12.849011413340913,3.0635663727453536e-10,4.799587317301054e-9,2.7590012947531256e-9,27124/9896/4952/8867/3635/8871/3633/51763,8
GO:0019205,nucleobase-containing compound kinase activity,13/569,44/18737,0.29545454545454547,9.729229908931138,10.258970446549661,3.5696612857344053e-10,5.441321527443796e-9,3.127896660046079e-9,26289/205/203/7371/7083/4830/4833/54981/1841/204/4832/7084/22978,13
GO:0035250,UDP-galactosyltransferase activity,11/569,29/18737,0.3793103448275862,12.490576328707352,10.958929719473137,3.876093157644719e-10,5.7529382655568996e-9,3.307026849181644e-9,10331/7368/8704/93010/84002/9331/79369/9334/8703/11285/79709,11
GO:0016849,phosphorus-oxygen lyase activity,10/569,23/18737,0.43478260869565216,14.317261404447162,11.30932127011004,4.942306735505939e-10,7.147335894423974e-9,4.108584276749877e-9,2984/114/2977/55811/952/4881/683/115/113/26007,10
GO:0031406,carboxylic acid binding,25/569,187/18737,0.13368983957219252,4.402366474629475,8.275056127004827,5.19669666098697e-10,7.3273422919916285e-9,4.212059398905229e-9,5319/2731/2938/5352/1621/8644/56603/1646/4842/7298/8309/5730/283208/5836/1719/5091/51/2746/2729/6342/6470/5095/2950/790/7390,25
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",21/569,135/18737,0.15555555555555556,5.122397969146651,8.507030525779344,7.710030830363226e-10,1.0605993630060632e-8,6.096763788836646e-9,270/23409/272/384/79814/978/8876/847/55331/2643/427/3340/8875/23410/9487/10007/686/790/471/1635/51005,21
GO:0008081,phosphoric diester hydrolase activity,17/569,87/18737,0.19540229885057472,6.434539320849241,8.991330364947656,8.637392337491662e-10,1.1598783996060232e-8,6.66746075174795e-9,2822/5137/56261/5148/5153/51196/5336/55512/5141/5331/5150/5140/5330/56985/6609/5333/6610,17
GO:0008378,galactosyltransferase activity,11/569,32/18737,0.34375,11.319584797891038,10.33949597346696,1.3306020711923828e-9,1.705589927619327e-8,9.804436314049135e-9,10331/7368/8704/93010/84002/9331/79369/9334/8703/11285/79709,11
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",11/569,32/18737,0.34375,11.319584797891038,10.33949597346696,1.3306020711923828e-9,1.705589927619327e-8,9.804436314049135e-9,8644/1646/1718/644/2194/1806/29785/6916/80142/6715/9524,11
GO:0046906,tetrapyrrole binding,22/569,153/18737,0.1437908496732026,4.734989719379256,8.209307796202118,1.4168852892969475e-9,1.7758295625855076e-8,1.0208202786045845e-8,1591/1588/1548/1551/2977/9420/56603/1593/6999/4842/5742/1594/5740/1545/1586/847/29785/6916/326625/3163/80142/1537,22
GO:0004303,estradiol 17-beta-dehydrogenase [NAD(P)+] activity,9/569,19/18737,0.47368421052631576,15.598279530108222,11.266519320586086,1.4526047427742765e-9,1.7810197280971564e-8,1.0238038003992612e-8,8630/8644/3293/1646/79154/3292/51170/7923/3295,9
GO:0043177,organic acid binding,25/569,199/18737,0.12562814070351758,4.136897139475938,7.872929979786224,1.9463199853976023e-9,2.3355839824771226e-8,1.3425902698823327e-8,5319/2731/2938/5352/1621/8644/56603/1646/4842/7298/8309/5730/283208/5836/1719/5091/51/2746/2729/6342/6470/5095/2950/790/7390,25
GO:0016298,lipase activity,20/569,129/18737,0.15503875968992248,5.105380035694337,8.280172489471411,2.0767469765831515e-9,2.440177697485203e-8,1.4027150631307253e-8,5319/255189/84647/1066/1056/50487/2822/10908/7941/4023/51365/51196/5336/55512/57104/5331/5330/6609/5333/6610,20
GO:0004620,phospholipase activity,18/569,104/18737,0.17307692307692307,5.699371366770312,8.504642365617055,2.16985406896349e-9,2.497546316113078e-8,1.4356929178104292e-8,5319/255189/84647/50487/2822/10908/7941/4023/51365/51196/5336/55512/57104/5331/5330/6609/5333/6610,18
GO:0020037,heme binding,21/569,143/18737,0.14685314685314685,4.835830250592992,8.148581182681024,2.268886208741873e-9,2.5593036434608328e-8,1.4711935837736776e-8,1591/1588/1548/1551/2977/9420/56603/1593/6999/4842/5742/1594/5740/1545/1586/847/29785/6916/3163/80142/1537,21
GO:0004445,inositol-polyphosphate 5-phosphatase activity,7/569,10/18737,0.7,23.05079086115993,12.343294086749136,2.5457353317712373e-9,2.8152837786646623e-8,1.6183415524985366e-8,27124/4952/8867/3635/8871/3633/51763,7
GO:0016782,"transferase activity, transferring sulphur-containing groups",15/569,71/18737,0.2112676056338028,6.95697913314686,8.899603002427515,2.730034093355849e-9,2.9130263370783923e-8,1.6745280175814574e-8,90161/9956/9955/9957/64064/9435/5019/3340/51363/9486/50515/30/4338/9653/11019,15
GO:0016798,"hydrolase activity, acting on glycosyl bonds",20/569,131/18737,0.15267175572519084,5.027435302324958,8.186131627160806,2.7374183664034537e-9,2.9130263370783923e-8,1.6745280175814574e-8,1118/9365/952/3373/683/129807/2548/3074/10905/4122/7841/2720/23324/2581/4125/64772/6609/23193/2632/1635,20
GO:0008376,acetylgalactosaminyltransferase activity,11/569,34/18737,0.3235294117647059,10.65372686860333,9.970566634388865,2.7920065790468603e-9,2.916095760337832e-8,1.6762924490183877e-8,338707/79623/2583/79586/442117/79695/148789/55454/2590/11226/63917,11
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,13/569,52/18737,0.25,8.232425307557119,9.242300595882293,3.4940004376548967e-9,3.582938630613385e-8,2.059621310617623e-8,130/57016/8630/8644/22977/195814/125/218/1646/6697/5959/6652/317749,13
GO:0016407,acetyltransferase activity,17/569,95/18737,0.17894736842105263,5.892683378040885,8.460648923857695,3.575037039793762e-9,3.600573018649432e-8,2.0697582861963882e-8,15/339983/9027/79888/23464/2194/5050/10449/5051/54947/38/3032/5049/64841/30/39/9,17
GO:0008375,acetylglucosaminyltransferase activity,12/569,44/18737,0.2727272727272727,8.980827608244129,9.379415529910062,4.7607463642157695e-9,4.710633244592446e-8,2.7078668147339926e-8,10331/4248/93010/84002/79369/3074/285203/3955/5277/4249/2137/145173,12
GO:0004029,aldehyde dehydrogenase (NAD+) activity,8/569,16/18737,0.5,16.464850615114237,10.951716938953362,7.151522995534647e-9,6.954239602554381e-8,3.99758454196855e-8,222/160428/217/218/216/221/224/219,8
GO:0008374,O-acyltransferase activity,13/569,55/18737,0.23636363636363636,7.783383927144912,8.915733332716162,7.3449608082752394e-9,7.021284569266499e-8,4.03612476172841e-8,116255/56895/79888/1374/10555/84649/57104/55326/54947/38/284098/54675/10554,13
GO:0016874,ligase activity,22/569,167/18737,0.1317365269461078,4.338044473443272,7.668058434001623,7.52097313442731e-9,7.069714746361671e-8,4.0639644305326516e-8,440/79611/284716/2180/10606/57494/5091/2729/55902/84532/197322/92935/64087/10998/5198/56474/5096/523/5095/790/124454/51703,22
GO:0004601,peroxidase activity,13/569,57/18737,0.22807017543859648,7.510282736718773,8.71143806712828,1.1720786428087569e-8,1.0836923844985884e-7,6.229512027352841e-8,2877/1356/2938/2882/2878/5742/4259/4257/493869/847/4258/2879/2950,13
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,8/569,17/18737,0.47058823529411764,15.496329990695752,10.58206967127004,1.3149627206911338e-8,1.1961918943061281e-7,6.876205738079274e-8,222/160428/217/218/216/221/224/219,8
GO:0016411,acylglycerol O-acyltransferase activity,10/569,31/18737,0.3225806451612903,10.622484267815636,9.488959720039881,1.5385632310701166e-8,1.3773804163865805e-7,7.917752300243874e-8,116255/56895/79888/10555/84649/57104/55326/54947/54675/10554,10
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",16/569,92/18737,0.17391304347826086,5.7269045617788645,8.043231432397201,1.5814625607735534e-8,1.393663881681694e-7,8.011356393392343e-8,1118/9365/3373/129807/2548/3074/10905/4122/7841/2720/23324/2581/4125/64772/23193/2632,16
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",13/569,59/18737,0.22033898305084745,7.255696881236781,8.516821175791707,1.8327272263085148e-8,1.5902433163661574e-7,9.141376286688625e-8,2877/1356/2938/2882/2878/5742/4259/4257/493869/847/4258/2879/2950,13
GO:0071949,FAD binding,11/569,40/18737,0.275,9.05566783831283,9.02581844956909,1.9119599911761868e-8,1.6338567197323776e-7,9.392084167181268e-8,7498/197257/8528/1718/51700/8309/8540/51/1727/4524/6713,11
GO:0016209,antioxidant activity,15/569,86/18737,0.1744186046511628,5.743552540156129,7.802663741989817,4.271721990945918e-8,3.5958973177514895e-7,2.0670704999392658e-7,2877/1356/2938/2882/2878/5742/4259/4257/493869/847/9446/4258/10587/2879/2950,15
GO:0052745,inositol phosphate phosphatase activity,8/569,20/18737,0.4,13.171880492091388,9.638191894309246,6.285546199675095e-8,5.213305965612874e-7,2.9968238846748127e-7,27124/4952/8867/3635/8871/22876/3633/51763,8
GO:0046030,inositol trisphosphate phosphatase activity,7/569,14/18737,0.5,16.464850615114237,10.243845975471993,6.546993381788224e-8,5.351455459896462e-7,3.076237927674711e-7,27124/4952/8867/3635/8871/3633/51763,7
GO:0016791,phosphatase activity,27/569,273/18737,0.0989010989010989,3.2567836381544644,6.647362514848274,7.82434060948378e-8,6.271694687212183e-7,3.6052294954485855e-7,196051/84513/2203/4907/249/8612/2053/54/23175/27124/9896/9110/5208/4952/64077/8867/3635/8871/51020/22876/3633/51763/27068/52/4534/8897/22978,27
GO:0009055,electron transfer activity,17/569,116/18737,0.14655172413793102,4.825904490636931,7.314802929928126,7.89521848922101e-8,6.271694687212183e-7,3.6052294954485855e-7,1588/2731/2877/314/8630/217/22977/26227/29958/4199/5860/6715/6389/4715/4712/1537/4728,17
GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",9/569,28/18737,0.32142857142857145,10.58454682400201,8.981860860383835,8.503445804900743e-8,6.661032547172248e-7,3.8290369998675865e-7,5831/160428/1757/259307/54498/29958/1719/5860/4524,9
GO:0008373,sialyltransferase activity,8/569,21/18737,0.38095238095238093,12.544648087706083,9.367524541210916,9.884214203926072e-8,7.53337406893825e-7,4.3304949855038836e-7,6480/84620/55808/27090/6489/10610/6482/6483,8
GO:0009975,cyclase activity,8/569,21/18737,0.38095238095238093,12.544648087706083,9.367524541210916,9.884214203926072e-8,7.53337406893825e-7,4.3304949855038836e-7,2984/114/2977/55811/4881/115/113/26007,8
GO:0106018,"phosphatidylinositol-3,5-bisphosphate phosphatase activity",7/569,15/18737,0.4666666666666667,15.367193907439955,9.851048875492001,1.1954193452474366e-7,8.989553476260722e-7,5.167567134543305e-7,9896/9110/4952/8867/8871/4534/8897,7
GO:0016634,"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor",6/569,10/18737,0.6,19.75782073813708,10.499999716797845,1.4462628432320986e-7,1.0593405760816931e-6,6.089527760977257e-7,33/8309/51/5498/1371/30,6
GO:0016868,intramolecular phosphotransferase activity,6/569,10/18737,0.6,19.75782073813708,10.499999716797845,1.4462628432320986e-7,1.0593405760816931e-6,6.089527760977257e-7,5224/283209/5373/5238/5223/5236,6
GO:0000287,magnesium ion binding,24/569,231/18737,0.1038961038961039,3.4212676602834775,6.552899749506574,1.6547235744680547e-7,1.1964924307692088e-6,6.877933345967083e-7,55811/2053/4830/4199/3418/7086/3705/1312/2026/152002/5464/2729/5238/83594/2137/5315/79077/27068/4598/5631/5236/2023/3251/11164,24
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,20/569,169/18737,0.11834319526627218,3.8970060627489316,6.695009600526536,2.183951910599455e-7,1.5591757944026489e-6,8.962787321314217e-7,438/5409/11185/79813/2593/1789/3176/1312/2146/83852/79723/7799/1786/10919/6419/64754/1788/64324/80854/10400,20
GO:0016597,amino acid binding,11/569,51/18737,0.21568627450980393,7.102484579068887,7.722796976457563,2.909374218616359e-7,2.051108824124533e-6,1.1790621833339982e-6,5009/2731/189/6999/4842/6472/51540/2746/2729/6470/790,11
GO:0008168,methyltransferase activity,22/569,205/18737,0.1073170731707317,3.5339191564147625,6.455792321997891,3.08511301524349e-7,2.148152766169541e-6,1.2348470548343012e-6,438/5409/11185/79813/7298/2593/1789/3176/1312/2146/83852/79723/7799/1786/10919/6419/64754/1788/64324/8623/80854/10400,22
GO:0042625,ATPase-coupled ion transmembrane transporter activity,8/569,24/18737,0.3333333333333333,10.976567076742823,8.654780349778834,3.2957676974431283e-7,2.212872596854672e-6,1.2720506902412076e-6,50617/245972/10312/9114/51382/529/535/523,8
GO:0044769,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",8/569,24/18737,0.3333333333333333,10.976567076742823,8.654780349778834,3.2957676974431283e-7,2.212872596854672e-6,1.2720506902412076e-6,50617/245972/10312/9114/51382/529/535/523,8
GO:0046961,"proton-transporting ATPase activity, rotational mechanism",8/569,24/18737,0.3333333333333333,10.976567076742823,8.654780349778834,3.2957676974431283e-7,2.212872596854672e-6,1.2720506902412076e-6,50617/245972/10312/9114/51382/529/535/523,8
GO:0004550,nucleoside diphosphate kinase activity,7/569,17/18737,0.4117647058823529,13.559288741858781,9.168063128615934,3.4262164933584484e-7,2.2733954144166646e-6,1.3068417089218603e-6,26289/205/203/4830/4833/1841/4832,7
GO:0140938,histone H3 methyltransferase activity,10/569,42/18737,0.23809523809523808,7.840405054816302,7.853888676551341,3.7774235149944e-7,2.4772870493684207e-6,1.4240470533883417e-6,79813/2146/83852/79723/7799/10919/6419/64754/64324/80854,10
GO:0030246,carbohydrate binding,26/569,280/18737,0.09285714285714286,3.0577579713783583,6.139510744730864,4.685429644516401e-7,3.037450941962356e-6,1.7460524265106494e-6,79623/5352/1621/442117/2203/79695/3101/56261/2539/2548/130589/283208/5836/4122/2997/6652/6888/2590/23324/11226/4125/63917/23193/2632/2584/8813,26
GO:0033293,monocarboxylic acid binding,13/569,79/18737,0.16455696202531644,5.418811594847723,6.965102270103571,6.855826972047761e-7,4.393961832085156e-6,2.5258309897018067e-6,5319/2938/8644/56603/1646/8309/5730/5836/5091/51/6342/5095/2950,13
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",9/569,35/18737,0.2571428571428571,8.467637459201606,7.825538507710218,7.189194181681793e-7,4.555848897155654e-6,2.6188903701454665e-6,8644/56603/2326/1646/4842/1594/1545/2329/6713,9
GO:0016776,"phosphotransferase activity, phosphate group as acceptor",9/569,36/18737,0.25,8.232425307557119,7.686768538358193,9.329283570208226e-7,5.846351037330488e-6,3.3607243738293957e-6,26289/205/203/4830/4833/10654/1841/204/4832,9
GO:0016408,C-acyltransferase activity,7/569,20/18737,0.35,11.525395430579964,8.334437804358105,1.2613655871847494e-6,7.732719469263029e-6,4.445086966280352e-6,23464/10449/6342/38/3032/30/39,7
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",7/569,20/18737,0.35,11.525395430579964,8.334437804358105,1.2613655871847494e-6,7.732719469263029e-6,4.445086966280352e-6,2731/26/8639/314/259307/8528/2746,7
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",12/569,72/18737,0.16666666666666666,5.4882835383714115,6.752639227600383,1.5980568930959775e-6,9.691441803291734e-6,5.571041574120668e-6,23409/8876/847/55331/427/3340/8875/23410/9487/686/790/51005,12
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,7/569,21/18737,0.3333333333333333,10.976567076742823,8.095156839639523,1.8426273097574855e-6,1.1055763858544913e-5,6.355310318088528e-6,56895/79888/10555/55326/54947/54675/10554,7
GO:0052744,phosphatidylinositol monophosphate phosphatase activity,6/569,14/18737,0.42857142857142855,14.112729098669345,8.685811492648954,1.8636760958685995e-6,1.1064350716525159e-5,6.360246399196993e-6,9110/8867/8871/22876/4534/8897,6
