ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0046395,carboxylic acid catabolic process,65/564,249/18986,0.26104417670682734,8.787561593893304,21.64350553485381,7.105169356566999e-43,2.221334310657628e-40,1.8092684840023716e-40,5009/2731/33/54363/160428/10993/189/1757/56603/259307/122970/197257/2326/3034/8528/84706/6999/2571/11332/593/4842/384/23475/8309/5226/3176/23464/23175/1374/8942/5973/3074/10449/51540/7915/1738/51/84693/2746/6342/6652/2639/5860/3295/55862/197322/26275/35/64087/37/38/3032/2805/6470/5096/414328/5095/10007/30/549/3033/2806/2653/594/51005,65
GO:0016042,lipid catabolic process,73/564,351/18986,0.20797720797720798,7.001161827402962,19.85640679413911,9.19502690135255e-41,2.635141459479285e-38,2.1463128582893977e-38,1591/1588/5319/255189/33/54363/222/160428/57016/84647/1066/1056/8630/8644/2822/56603/10908/1593/7941/11332/8612/4023/129807/1594/3248/8309/64064/1545/56261/51365/23175/1374/55331/3074/427/51170/5019/5050/10449/51196/221/5336/55512/5051/51/84693/57104/5294/6342/5331/5140/2639/4258/2720/3295/55862/2581/35/22876/37/5330/38/3032/6715/5096/5049/5095/30/549/3033/6609/5333/6610,73
GO:0006644,phospholipid metabolic process,75/564,374/18986,0.20053475935828877,6.750625782227785,19.653090319388532,1.0440641652453826e-40,2.761951280214516e-38,2.2495989827675816e-38,196051/5319/255189/166929/3158/84647/139189/50487/9162/2822/84513/10908/7941/8612/4023/56895/3706/56261/79888/51365/23175/55224/27124/9896/3074/10555/51196/5336/9110/55512/1606/259230/2222/4952/5294/6342/55326/5331/5277/8867/3635/8871/80235/9487/10654/22876/54947/27315/3157/5330/116150/5291/3633/2879/57171/5130/284098/5833/54675/51763/8818/23396/6609/5333/4597/4598/10400/5279/6610/10554/4534/8897/79837/8813/5283,75
GO:0009100,glycoprotein metabolic process,76/564,392/18986,0.19387755102040816,6.52652337530757,19.34572879751135,3.680995240599436e-40,9.042101880301042e-38,7.364758146793307e-38,90161/10331/79623/9956/79586/4248/9955/442117/6480/9957/3373/8704/727936/2530/79695/84620/55808/27090/93010/84002/9331/129807/2529/29925/79369/6489/10610/148789/9334/8703/3074/3340/5373/10905/4122/51363/152002/55454/1650/11285/6185/9486/285203/5238/10195/7841/58505/26035/2590/2720/29880/11226/3703/4249/56052/116150/6482/2137/26229/4125/746/57171/63917/23275/50515/145173/64772/29926/1798/8818/23193/6483/9653/1603/8813/124583,76
GO:0009101,glycoprotein biosynthetic process,69/564,322/18986,0.21428571428571427,7.21352583586626,19.676150926774827,1.995856614403885e-39,4.575833931289974e-37,3.7269996146868335e-37,90161/10331/79623/9956/79586/4248/9955/442117/6480/9957/8704/727936/2530/79695/84620/55808/27090/93010/84002/9331/2529/29925/79369/6489/10610/148789/9334/8703/3340/5373/10905/4122/51363/152002/55454/1650/11285/6185/9486/285203/5238/10195/7841/58505/26035/2590/29880/11226/3703/4249/56052/116150/6482/2137/26229/746/57171/63917/23275/50515/145173/29926/1798/8818/6483/9653/1603/8813/124583,69
GO:0006520,amino acid metabolic process,65/564,289/18986,0.22491349480968859,7.571290093008417,19.696545374980104,1.572207654573989e-38,3.379263827549968e-36,2.752397742645648e-36,5831/5009/2731/54363/10993/189/5352/1644/29968/1757/26227/259307/3034/216/8528/23409/84706/6999/440/2571/593/4842/2687/339983/384/51074/5832/79814/284716/6472/3176/23464/2678/5471/8942/113451/51540/1806/57494/7915/1738/4953/2746/2729/2639/5860/92935/26275/64087/4524/38/2805/5198/56474/6470/5096/22929/5095/84105/549/2806/2653/790/124454/594,65
GO:0072522,purine-containing compound biosynthetic process,62/564,263/18986,0.23574144486692014,7.9357926812825275,19.818132260792225,4.6561890263625773e-38,9.419196506859355e-36,7.671900309071714e-36,2984/54898/114/2977/270/55811/26289/205/4881/83401/203/4907/11332/272/115/23475/79993/5740/4830/6785/2180/79071/10135/5471/10606/4833/8942/2194/3615/1738/4860/55902/2639/3614/84532/197322/113/38/83594/54981/60490/204/5198/6470/523/6389/4715/27010/54539/9524/5631/4832/4712/471/2023/80347/5162/3251/64834/47/51703/4728,62
GO:0044272,sulfur compound biosynthetic process,53/564,182/18986,0.29120879120879123,9.802996648741331,20.879378777949135,9.584362174500347e-38,1.831145639894816e-35,1.4914612717161065e-35,90161/10331/79094/54898/9956/79586/2938/9955/9957/2326/83401/11332/2687/93010/51074/79993/79369/6785/2180/79071/494143/2678/9435/2194/3340/51363/1738/55454/2729/55902/2639/26035/4258/84532/197322/4524/38/6482/2137/26229/60490/50515/2950/27010/9524/6483/9653/11019/80347/5162/64834/47/51703,53
GO:0043604,amide biosynthetic process,52/564,175/18986,0.29714285714285715,10.002755825734548,20.934616894619836,1.529149097442076e-37,2.7677598663701574e-35,2.2543300544561573e-35,79094/7368/5009/54898/166929/2583/15/438/242/83401/440/11332/2687/27090/384/9331/79993/79814/6785/2180/79071/494143/2678/9334/8703/427/2194/79603/1738/259230/7357/2729/55902/2639/23410/4258/84532/197322/38/6482/60490/6609/27010/9524/10400/6483/6610/80347/5162/64834/47/51703,52
GO:0070085,glycosylation,58/564,242/18986,0.2396694214876033,8.06802063185042,19.362026826039333,4.610015611062954e-36,7.92692184322275e-34,6.456448179493958e-34,10331/79623/2583/4248/442117/6480/8704/727936/2530/79695/84620/55808/27090/93010/84002/9331/2529/29925/79369/6489/10610/148789/9334/8703/5373/10905/4122/152002/1650/11285/6185/285203/5238/10195/7841/58505/2590/29880/11226/3703/4249/56052/116150/6482/2137/26229/746/57171/63917/23275/145173/29926/1798/8818/55907/6483/1603/8813,58
GO:0006486,protein glycosylation,56/564,223/18986,0.25112107623318386,8.453519066246859,19.590211408367235,5.1484282050361646e-36,8.047929362326986e-34,6.555008351005375e-34,10331/79623/4248/442117/6480/8704/727936/2530/79695/84620/55808/27090/93010/84002/9331/2529/29925/79369/6489/10610/148789/9334/8703/5373/10905/4122/152002/1650/11285/6185/285203/5238/10195/7841/58505/2590/29880/11226/3703/4249/56052/116150/6482/2137/26229/746/57171/63917/23275/145173/29926/1798/8818/6483/1603/8813,56
GO:0043413,macromolecule glycosylation,56/564,223/18986,0.25112107623318386,8.453519066246859,19.590211408367235,5.1484282050361646e-36,8.047929362326986e-34,6.555008351005375e-34,10331/79623/4248/442117/6480/8704/727936/2530/79695/84620/55808/27090/93010/84002/9331/2529/29925/79369/6489/10610/148789/9334/8703/5373/10905/4122/152002/1650/11285/6185/285203/5238/10195/7841/58505/2590/29880/11226/3703/4249/56052/116150/6482/2137/26229/746/57171/63917/23275/145173/29926/1798/8818/6483/1603/8813,56
GO:0006163,purine nucleotide metabolic process,75/564,440/18986,0.17045454545454544,5.738031914893616,17.59444840480522,1.293919215532659e-35,1.9346905140073105e-33,1.5757981842253573e-33,2984/114/2819/160428/7498/2977/270/55811/26289/952/205/5224/4881/2326/203/2203/4907/3101/272/115/23475/5740/4830/2766/4199/5226/3418/2539/10135/5471/7086/10606/4833/8942/230/55526/23729/2597/2026/3615/5141/5091/5208/4860/5150/2820/6888/3614/7167/4190/113/23171/83594/54981/204/5198/523/3939/5223/5315/6389/4715/54539/5631/51071/5236/4832/4712/471/2023/2584/3251/4728/11164/22978,75
GO:1901605,alpha-amino acid metabolic process,54/564,209/18986,0.2583732057416268,8.6976483762598,19.579183314180245,1.88948054997148e-35,2.707468171396633e-33,2.205222694506188e-33,5831/5009/2731/54363/10993/189/5352/29968/1757/26227/259307/3034/8528/23409/84706/6999/440/2571/4842/339983/384/51074/5832/79814/284716/6472/3176/23464/2678/5471/8942/113451/51540/57494/7915/4953/2746/2729/2639/5860/26275/64087/4524/38/2805/5198/56474/6470/22929/84105/549/2806/2653/790,54
GO:0006643,membrane lipid metabolic process,53/564,218/18986,0.24311926605504589,8.184153165462945,18.666861105670044,2.3807831070837934e-33,3.2750052421044663e-31,2.667479514926305e-31,7368/54898/222/166929/1056/2583/242/2822/83401/8612/27090/84002/9331/129807/79993/2529/6489/6785/1545/79071/55331/9334/401494/8703/3074/427/221/79603/55512/259230/7357/5277/23410/80235/4258/2720/9487/2581/27315/6482/284098/8818/6609/9524/10400/2531/51495/6483/5279/6610/64834/8813/5283,53
GO:0170039,proteinogenic amino acid metabolic process,47/564,174/18986,0.27011494252873564,9.092911877394636,18.764561251393697,6.462895427029907e-32,8.54842206675225e-30,6.96265778596218e-30,5831/2731/54363/10993/189/5352/29968/26227/259307/3034/8528/23409/84706/6999/440/2571/4842/339983/384/51074/5832/284716/6472/3176/23464/2678/5471/8942/51540/57494/7915/2746/2729/2639/5860/64087/4524/2805/5198/56474/6470/22929/84105/549/2806/2653/790,47
GO:0170033,L-amino acid metabolic process,47/564,181/18986,0.2596685082872928,8.741252302025783,18.31008264133848,4.569225609279462e-31,5.819839581597063e-29,4.740237561907465e-29,5831/2731/54363/10993/189/5352/29968/26227/259307/3034/8528/23409/84706/6999/440/2571/4842/339983/384/51074/5832/284716/6472/3176/23464/2678/5471/8942/51540/57494/7915/2746/2729/2639/5860/64087/4524/2805/5198/56474/6470/22929/84105/549/2806/2653/790,47
GO:0009165,nucleotide biosynthetic process,52/564,233/18986,0.22317596566523606,7.512799439929384,17.50196261505738,9.160271848579996e-31,1.125077674545236e-28,9.163715559801266e-29,2984/114/2977/270/55811/26289/205/4881/203/6241/272/7298/7371/115/23475/5740/4830/978/4199/10135/5471/10606/4833/8942/3615/4860/3614/7378/113/83594/50484/6240/54981/1841/204/5198/56474/6470/523/790/6389/4715/54539/5631/4832/4712/471/2023/1635/3251/7084/4728,52
GO:0008654,phospholipid biosynthetic process,52/564,243/18986,0.2139917695473251,7.20363073869772,17.02966038759,8.17555467296026e-30,9.695080179417357e-28,7.89660652803893e-28,166929/3158/139189/9162/56895/3706/79888/23175/55224/27124/9896/3074/10555/5336/9110/1606/259230/4952/5294/6342/55326/5277/8867/3635/8871/80235/9487/10654/22876/54947/27315/3157/116150/5291/57171/5130/284098/5833/54675/51763/8818/23396/4597/4598/10400/5279/10554/4534/8897/79837/8813/5283,52
GO:0044242,cellular lipid catabolic process,51/564,238/18986,0.21428571428571427,7.21352583586626,16.87817860669668,2.752984497923506e-29,3.155837896119646e-27,2.5704181575348946e-27,255189/33/54363/222/160428/57016/1056/8644/2822/56603/10908/7941/11332/8612/4023/129807/8309/1545/56261/23175/1374/55331/3074/427/10449/221/5336/55512/51/84693/57104/5294/6342/2639/4258/2720/3295/55862/2581/35/22876/37/38/3032/5096/5095/30/549/3033/6609/6610,51
GO:0046486,glycerolipid metabolic process,63/564,385/18986,0.16363636363636364,5.508510638297873,15.637660525617239,6.382672847419761e-29,7.080649007185987e-27,5.767162121216973e-27,5319/255189/2819/139189/50487/9162/116255/2822/10908/7941/4023/56895/3706/56261/2180/847/79888/51365/23175/55224/1374/27124/9896/10555/51196/84649/5336/9110/1606/4952/57104/5294/55326/5331/5277/8867/3635/8871/80235/9487/22876/54947/27315/10998/5330/5291/3633/5130/284098/5833/54675/51763/8818/23396/5333/10400/5279/10554/4534/8897/79837/8813/5283,63
GO:0019693,ribose phosphate metabolic process,61/564,376/18986,0.1622340425531915,5.4613041346008755,15.288294165312275,8.243119258044364e-28,8.858777227629552e-26,7.215440903176333e-26,2984/114/2819/7498/2977/270/55811/26289/205/5224/4881/203/2203/4907/3101/272/7371/115/4830/978/2539/5471/10606/4833/230/55526/5836/2597/2026/3615/5141/1806/5208/4860/5150/3614/7167/7378/113/204/5198/56474/523/3939/5223/5315/790/6389/4715/54539/5631/5236/4832/4712/471/2023/2584/3251/4728/11164/22978,61
GO:0120254,olefinic compound metabolic process,42/564,163/18986,0.25766871165644173,8.67393290693121,17.21645939700018,1.020094082981061e-27,1.0630616822338997e-25,8.65859762300671e-26,1588/130/1548/54898/1551/57016/1056/2938/8630/8644/3293/242/195814/125/1646/83401/216/3291/2053/5742/4259/240/5740/1545/1586/2052/5730/3292/84649/5959/29785/57104/6342/6916/2879/80142/6715/2950/30/317749/54884/64834,42
GO:0006650,glycerophospholipid metabolic process,54/564,294/18986,0.1836734693877551,6.183022145028224,15.67131020035895,1.958668364511773e-27,1.9811354428105844e-25,1.6136274049429808e-25,5319/255189/139189/50487/9162/2822/10908/7941/56895/3706/56261/79888/51365/23175/55224/27124/9896/10555/51196/5336/9110/1606/4952/5294/55326/5331/5277/8867/3635/8871/80235/9487/22876/54947/27315/5330/5291/3633/5130/284098/5833/54675/51763/8818/23396/5333/10400/5279/10554/4534/8897/79837/8813/5283,54
GO:0072330,monocarboxylic acid biosynthetic process,47/564,224/18986,0.20982142857142858,7.063244047619048,15.972244739690852,1.2393379924168431e-26,1.2177381016918638e-24,9.918431271642765e-25,5319/255189/54898/33/1066/50487/10993/8644/9420/2628/242/6319/122970/83401/1593/11332/5742/4023/79993/240/5740/2593/8309/6785/79071/55301/401494/4282/5730/2194/7923/6342/55902/54995/84532/197322/6916/37/10998/2879/80142/2950/9524/51495/11019/64834/47,47
GO:0046467,membrane lipid biosynthetic process,39/564,149/18986,0.26174496644295303,8.811152363272884,16.74861263486737,4.2995507315609773e-26,4.107265268288389e-24,3.345352192012796e-24,7368/54898/166929/2583/242/83401/27090/84002/9331/79993/6489/6785/79071/55331/9334/401494/8703/427/79603/259230/7357/5277/23410/80235/9487/27315/6482/284098/8818/6609/10400/2531/51495/6483/5279/6610/64834/8813/5283,39
GO:0009259,ribonucleotide metabolic process,58/564,368/18986,0.15760869565217392,5.305600524205982,14.59377322488108,8.343723528269362e-26,7.755152760464415e-24,6.3165429043313706e-24,2984/114/2819/7498/2977/270/55811/26289/205/5224/4881/203/2203/4907/3101/272/7371/115/4830/978/5471/10606/4833/230/55526/2597/2026/3615/5141/1806/5208/4860/5150/3614/7167/7378/113/204/5198/56474/523/3939/5223/5315/790/6389/4715/54539/5236/4832/4712/471/2023/2584/3251/4728/11164/22978,58
GO:0006665,sphingolipid metabolic process,41/564,173/18986,0.23699421965317918,7.977964989956136,16.132410846762504,1.5240351919291305e-25,1.379251848695863e-23,1.1233954697294781e-23,7368/54898/222/166929/1056/2583/242/83401/8612/27090/84002/9331/129807/79993/2529/6489/6785/79071/55331/9334/401494/8703/3074/427/221/79603/55512/259230/7357/23410/2720/2581/6482/6609/9524/10400/2531/51495/6483/6610/64834,41
GO:0045017,glycerolipid biosynthetic process,47/564,240/18986,0.19583333333333333,6.592361111111111,15.25537842605926,2.9758701170514254e-25,2.6241070083435517e-23,2.1373253391292424e-23,139189/9162/116255/2822/56895/3706/2180/79888/23175/55224/27124/9896/10555/51196/84649/5336/9110/1606/4952/57104/5294/55326/5277/8867/3635/8871/80235/9487/22876/54947/27315/5291/5130/284098/5833/54675/51763/8818/23396/10400/5279/10554/4534/8897/79837/8813/5283,47
GO:0009123,nucleoside monophosphate metabolic process,29/564,76/18986,0.3815789473684211,12.845138111235537,18.104128533655093,5.690599548008635e-25,4.8924929614004237e-23,3.984917209802889e-23,377841/7498/270/26289/205/203/4907/272/7298/7371/7083/978/5471/10606/3615/1806/4860/3614/7378/1841/204/5198/6470/790/5631/471/3251/7084/22978,29
GO:0006637,acyl-CoA metabolic process,32/564,99/18986,0.32323232323232326,10.881008668242712,17.247011429489774,8.658572455405001e-25,7.089721589080428e-23,5.77455170522123e-23,54898/3158/641371/122970/83401/6999/11332/79993/6785/2180/79071/2194/84649/1738/84693/55902/2639/54995/84532/3295/10654/197322/3157/38/27010/9524/4597/4598/5162/64834/47/51703,32
GO:0035383,thioester metabolic process,32/564,99/18986,0.32323232323232326,10.881008668242712,17.247011429489774,8.658572455405001e-25,7.089721589080428e-23,5.77455170522123e-23,54898/3158/641371/122970/83401/6999/11332/79993/6785/2180/79071/2194/84649/1738/84693/55902/2639/54995/84532/3295/10654/197322/3157/38/27010/9524/4597/4598/5162/64834/47/51703,32
GO:0030258,lipid modification,42/564,191/18986,0.2198952879581152,7.4023615907318705,15.560092729101692,9.280942824033687e-25,7.422595900430663e-23,6.045676586231002e-23,196051/33/54363/1551/160428/9162/2583/242/84513/2326/23409/7941/8612/2053/240/8309/1374/9896/10449/9110/1606/51/6342/8867/3635/2639/2329/3295/55862/35/22876/37/38/3633/3032/51763/30/549/3033/6483/4534/8897,42
GO:0005996,monosaccharide metabolic process,48/564,262/18986,0.183206106870229,6.167289264252071,14.736371694075089,1.9660196944036922e-24,1.536623120239613e-22,1.2515737815330682e-22,2819/10993/8277/55811/5224/2822/2203/2530/3101/55277/283209/2529/29925/5226/1374/2539/9446/2548/130589/230/2597/10269/2026/5373/4122/51363/5091/5208/2729/6652/4351/2720/23324/7167/4125/8790/2805/23275/145173/5223/2585/5315/5236/26007/2023/5162/2584/11164,48
GO:0072524,pyridine-containing compound metabolic process,40/564,178/18986,0.2247191011235955,7.564746194915929,15.396893187854715,5.206089415243301e-24,3.978609222004825e-22,3.2405623237339e-22,2819/160428/29968/952/5224/2326/2203/249/3101/23475/5740/4199/5226/3418/2539/10135/7086/8942/230/55526/23729/2597/2026/5091/5208/4860/2820/6888/7167/4190/23171/83594/54981/3939/5223/5315/51071/5236/2023/2584,40
GO:0008202,steroid metabolic process,53/564,334/18986,0.15868263473053892,5.341752664883,14.007223982138617,8.605187349616618e-24,6.433312890289467e-22,5.239909276276846e-22,1591/7367/1588/1548/33/1551/3158/1066/8630/8644/9420/3293/1646/1593/3291/2053/1718/1594/6307/51700/8309/1545/1586/847/2539/3156/79154/427/3292/51170/10449/5959/2222/1727/7923/622/9486/6342/3295/10654/4047/37/3157/10998/6713/6715/10682/30/6609/50814/4597/4598/47,53
GO:0006633,fatty acid biosynthetic process,38/564,165/18986,0.23030303030303031,7.7527186761229325,15.243185878267022,2.830217346817942e-23,2.0708760544057237e-21,1.6867207972861238e-21,5319/255189/54898/33/50487/8644/242/6319/122970/83401/11332/5742/4023/79993/240/5740/6785/79071/55301/401494/4282/5730/2194/7923/55902/54995/84532/197322/6916/37/2879/80142/2950/9524/51495/11019/64834/47,38
GO:0046434,organophosphate catabolic process,45/564,242/18986,0.1859504132231405,6.259671179883946,14.408262197502612,3.02846681007262e-23,2.1697702832999457e-21,1.767269776667378e-21,255189/2819/377841/7498/5224/10908/2203/4907/7941/11332/3101/272/953/56261/8876/230/55526/2597/5336/2026/55512/5141/1806/5208/4860/5150/7167/22876/7378/23171/38/83594/3939/5223/5315/6609/79077/51071/5236/6610/2023/2584/3251/11164/22978,45
GO:0046474,glycerophospholipid biosynthetic process,41/564,197/18986,0.20812182741116753,7.006030168844728,14.826725698743838,3.198695080649106e-23,2.244961710684138e-21,1.8285129129124106e-21,139189/9162/56895/3706/79888/23175/55224/27124/9896/10555/5336/9110/1606/4952/5294/55326/5277/8867/3635/8871/80235/9487/22876/54947/27315/5291/5130/284098/5833/54675/51763/8818/23396/10400/5279/10554/4534/8897/79837/8813/5283,41
GO:1901617,organic hydroxy compound biosynthetic process,46/564,255/18986,0.1803921568627451,6.072562925879572,14.268999254169156,3.671336057743169e-23,2.525144940515752e-21,2.0567211051904365e-21,1588/3158/1066/1621/1644/29968/9365/8644/217/9420/3293/5409/1593/1718/1594/6307/3706/51700/8309/55331/2539/2643/3156/6697/427/3292/10449/5336/1719/2222/1727/6342/5860/10654/4047/3157/10998/116150/6713/2805/84105/10682/50814/4597/4598/47,46
GO:0033559,unsaturated fatty acid metabolic process,32/564,114/18986,0.2807017543859649,9.449297001368668,15.832172086305064,1.1959771929923477e-22,8.064638366079772e-21,6.568617772038467e-21,255189/1548/54898/50487/2938/8644/242/6319/1646/83401/5742/4259/79993/240/5740/3248/6785/1545/2052/79071/4282/5730/1312/51/29785/6342/6916/2879/80142/2950/30/64834,32
GO:0009150,purine ribonucleotide metabolic process,52/564,348/18986,0.14942528735632185,5.03012146409065,13.276529585447705,3.972894698311761e-22,2.627458628364259e-20,2.140055221094655e-20,2984/114/2819/7498/2977/270/55811/26289/205/5224/4881/203/2203/4907/3101/272/115/4830/5471/10606/4833/230/55526/2597/2026/3615/5141/5208/4860/5150/3614/7167/113/204/5198/523/3939/5223/5315/6389/4715/54539/5236/4832/4712/471/2023/2584/3251/4728/11164/22978,52
GO:0046390,ribose phosphate biosynthetic process,38/564,178/18986,0.21348314606741572,7.1865088851701335,14.50977900477667,5.090090223454027e-22,3.302796278954415e-20,2.6901152104490898e-20,2984/114/2977/270/55811/26289/205/4881/203/272/7371/115/4830/978/2539/5471/10606/4833/5836/3615/3614/7378/113/204/5198/56474/523/790/6389/4715/54539/5631/4832/4712/471/2023/3251/4728,38
GO:0009063,amino acid catabolic process,31/564,111/18986,0.27927927927927926,9.40141205034822,15.532692991012604,6.61037796880249e-22,4.2098314508725487e-20,3.4288919639343915e-20,5009/2731/10993/189/1757/259307/3034/8528/84706/6999/2571/593/4842/384/3176/23464/8942/51540/7915/1738/2746/5860/26275/64087/38/2805/6470/549/2806/2653/594,31
