ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-446203,Asparagine N-linked glycosylation,47/539,306/11146,0.15359477124183007,3.176191688796731,8.701244135203632,1.1984563179418755e-12,4.1349127076795155e-11,2.991873719017604e-11,4248/6480/8704/2530/84620/55808/27090/9331/129807/29925/6489/10610/2762/9334/8703/5973/5373/10905/4122/1650/6185/9486/5238/10195/7841/4351/2720/29880/3703/4249/56052/116150/6482/8790/57171/64772/29926/64841/1798/8818/55907/23193/4597/6483/1603/51005/8813,47
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,15/539,30/11146,0.5,10.339517625231911,11.546462220561336,1.209480865134776e-12,4.1349127076795155e-11,2.991873719017604e-11,26289/205/203/6241/7298/4830/4833/50484/6240/1841/204/56474/79077/4832/1635,15
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,29/539,127/11146,0.2283464566929134,4.721984427271267,9.509188472940714,1.4356331613639824e-12,4.619360819212344e-11,3.342402901999117e-11,160428/952/4907/683/23475/5740/6472/54/8876/10135/9446/2194/8875/1719/5091/1727/64087/326625/4524/83594/54981/60490/6470/5096/5095/686/27010/4338/80347,29
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,13/539,24/11146,0.5416666666666666,11.201144094001236,11.27719765078413,1.0493577152824286e-11,3.1888815014416026e-10,2.3073596546561005e-10,54898/3293/83401/79993/6785/2180/79071/401494/197322/9524/51495/64834/51703,13
R-HSA-428157,Sphingolipid metabolism,25/539,106/11146,0.2358490566037736,4.877130955298071,9.041011062551288,2.4185953859523913e-11,6.963008821662937e-10,5.038182078216616e-10,7368/166929/2583/8612/84002/9331/129807/55331/9334/3074/427/221/79603/55512/259230/224/7357/410/2720/2581/411/6609/2531/6483/6610,25
R-HSA-191273,Cholesterol biosynthesis,13/539,27/11146,0.48148148148148145,9.956572528001098,10.503378078759143,7.372423533904439e-11,2.016357836522864e-9,1.4589638151305628e-9,1718/6307/3156/2222/10654/4047/3157/6713/10682/39/50814/4597/4598,13
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,13/539,28/11146,0.4642857142857143,9.600980652001061,10.271923731259418,1.3159453688452697e-10,3.427724365516012e-9,2.4801777377735407e-9,122618/3706/27124/3705/51196/5336/4952/5331/8867/3635/5330/3633/5333,13
R-HSA-1638074,Keratan sulfate/keratin metabolism,14/539,36/11146,0.3888888888888889,8.041847041847042,9.539353502975937,4.5923994645601197e-10,1.1418375032338115e-8,8.261924395572275e-9,10331/8704/93010/9331/79369/9334/8703/9435/3074/2799/2720/6482/2588/6483,14
R-HSA-1660662,Glycosphingolipid metabolism,17/539,58/11146,0.29310344827586204,6.061096538929051,8.711042731508778,1.0485208811133121e-9,2.4936561824738338e-8,1.8043196855771413e-8,7368/2583/84002/9331/129807/9334/3074/427/55512/7357/410/2720/2581/411/6609/6483/6610,17
R-HSA-1483206,Glycerophospholipid biosynthesis,25/539,129/11146,0.1937984496124031,4.007564971020121,7.744909243741017,2.0756795651670955e-9,4.7308196756100055e-8,3.4230505109773155e-8,5319/255189/2819/50487/122618/43/56895/56261/79888/51365/23175/55224/10555/84649/57104/55326/2820/54947/23171/3032/5130/5833/54675/10400/10554,25
R-HSA-913709,O-linked glycosylation of mucins,17/539,64/11146,0.265625,5.492868738404453,8.125363133335437,5.583518973590191e-9,1.194712213728892e-7,8.644506732648191e-8,10331/79623/442117/6480/79695/27090/93010/84002/9331/79369/10610/9334/2590/11226/6482/63917/6483,17
R-HSA-156590,Glutathione conjugation,13/539,36/11146,0.3611111111111111,7.467429396000824,8.761209224988745,5.678705220649211e-9,1.194712213728892e-7,8.644506732648191e-8,79094/2938/2687/4259/4257/494143/2941/2678/9446/2729/4258/79017/2950,13
R-HSA-9694548,Maturation of spike protein,13/539,37/11146,0.35135135135135137,7.265606979892695,8.60527319927712,8.372062053858033e-9,1.6961177568371645e-7,1.227249642202971e-7,6480/2530/27090/10610/1650/6185/7841/3703/4249/6482/23193/6483/1603,13
R-HSA-2142753,Arachidonic acid metabolism,16/539,59/11146,0.2711864406779661,5.607873966227477,7.999405429607973,1.1368069121407828e-8,2.2208335033607434e-7,1.6069150337027608e-7,2877/8644/242/4048/2687/2053/5742/240/5740/3248/1545/2678/5730/6916/2879/80142,16
R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,8/539,13/11146,0.6153846153846154,12.725560154131584,9.535364634492614,2.9500199855136194e-8,5.277252210810013e-7,3.8184293875965843e-7,54898/83401/2180/51/6342/3295/30/64834,8
R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,8/539,13/11146,0.6153846153846154,12.725560154131584,9.535364634492614,2.9500199855136194e-8,5.277252210810013e-7,3.8184293875965843e-7,54898/83401/2180/51/6342/3295/30/64834,8
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,12/539,34/11146,0.35294117647058826,7.298483029575467,8.291200934948778,2.9907645070404096e-8,5.277252210810013e-7,3.8184293875965843e-7,1591/1588/9420/56603/1593/1594/1545/1586/2678/2729/6916/191,12
R-HSA-8956321,Nucleotide salvage,10/539,23/11146,0.43478260869565216,8.99088489150601,8.647408168124294,4.165394828740876e-8,7.120221785378936e-7,5.151935709232137e-7,270/272/7371/7083/2766/978/4860/7378/3251/7084,10
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,10/539,26/11146,0.38461538461538464,7.953475096332239,8.001553594934409,1.69504533472059e-7,2.809666054824735e-6,2.0329730330301177e-6,4248/6480/8704/2530/9331/9334/8703/4122/9486/4249,10
R-HSA-9837999,Mitochondrial protein degradation,19/539,98/11146,0.19387755102040816,4.009200711824619,6.744666737757053,1.797312588812852e-7,2.8915587825900886e-6,2.0922276575654257e-6,3158/217/197257/384/5832/6472/3418/211/5019/1738/622/2746/54995/38/5096/219/3033/4712/5162,19
R-HSA-6798695,Neutrophil degranulation,50/539,479/11146,0.10438413361169102,2.1585631785452843,5.842577277851727,1.942442924039953e-7,3.035760798428155e-6,2.1965670359068346e-6,26/1118/290/22875/4048/3101/272/683/4257/240/2495/8836/978/8876/847/79888/4282/2548/3074/10555/230/427/5836/221/3615/1650/1727/4860/410/10312/3614/2799/2720/51382/411/535/3163/4125/80142/2588/5049/5223/2950/5315/30/51071/5236/2992/47/124583,50
R-HSA-4085001,Sialic acid metabolism,11/539,33/11146,0.3333333333333333,6.893011750154606,7.642171056610244,2.2387552871616249e-7,3.401664283548358e-6,2.461321602259564e-6,6480/84620/55808/27090/129807/6489/10610/2720/6482/55907/6483,11
R-HSA-5663084,Diseases of carbohydrate metabolism,11/539,34/11146,0.3235294117647059,6.690276110444178,7.490569139504605,3.1664277741630846e-7,4.681178358019479e-6,3.387131843770469e-6,8908/3373/2548/2997/6888/2799/2720/411/2588/2632/2992,11
R-HSA-5173105,O-linked glycosylation,20/539,112/11146,0.17857142857142858,3.692684866154254,6.456039599509553,3.4969555126998066e-7,5.0337754353863e-6,3.6422583733383028e-6,10331/79623/442117/6480/79695/27090/93010/84002/9331/79369/10610/148789/9334/2590/11226/6482/63917/23275/145173/6483,20
R-HSA-71384,Ethanol oxidation,7/539,12/11146,0.5833333333333334,12.062770562770563,8.643050579416677,3.8129671115596506e-7,5.245274092822851e-6,3.795291174639454e-6,130/217/125/216/55902/84532/219,7
R-HSA-2022854,Keratan sulfate biosynthesis,10/539,28/11146,0.35714285714285715,7.385369732308508,7.62587820388894,3.835666612667533e-7,5.245274092822851e-6,3.795291174639454e-6,10331/8704/93010/9331/79369/9334/8703/9435/6482/6483,10
R-HSA-1483249,Inositol phosphate metabolism,13/539,50/11146,0.26,5.3765491651205934,6.9915219313016355,4.668643997290967e-7,6.228654308580876e-6,4.506829635382295e-6,122618/3706/27124/3705/51196/5336/4952/5331/8867/3635/5330/3633/5333,13
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,11/539,37/11146,0.2972972972972973,6.147821290678434,7.070090532250706,8.288703081637701e-7,1.0795049013466243e-5,7.810908167157333e-6,33/641371/11332/10449/84693/35/37/3032/5096/5095/3033,11
R-HSA-8956320,Nucleotide biosynthesis,7/539,14/11146,0.5,10.339517625231911,7.882064775408702,1.5175281332657025e-06,1.9304369509217193e-5,1.3967945608516627e-5,5471/10606/3615/3614/5198/790/471,7
R-HSA-70263,Gluconeogenesis,9/539,26/11146,0.34615384615384615,7.158127586699015,7.086325505847747,2.018800347391674e-6,2.5097358864164676e-5,1.8159543794719368e-5,5224/2203/230/2597/2026/5091/7167/5223/2023,9
R-HSA-1483255,PI Metabolism,16/539,84/11146,0.19047619047619047,3.938863857231204,6.0945327957257485,2.1498110397112e-6,2.613214752715614e-5,1.890827955395114e-5,10908/27124/9896/9110/4952/5294/8867/3635/8871/22876/5291/51763/23396/4534/8897/79837,16
R-HSA-74182,Ketone body metabolism,6/539,10/11146,0.6,12.407421150278292,8.135064468921405,2.2122860881055004e-6,2.6306967178124104e-5,1.9034772748916892e-5,3158/79611/64064/5019/622/38,6
R-HSA-9694635,Translation of Structural Proteins,13/539,57/11146,0.22807017543859648,4.716271197474205,6.340693639729714,2.3583911862071696e-6,2.7447659124581314e-5,1.9860136304902484e-5,6480/2530/27090/10610/1650/6185/7841/3703/4249/6482/23193/6483/1603,13
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),7/539,15/11146,0.4666666666666667,9.650216450216451,7.556899516408746,2.7269810660780194e-6,2.9833172862893532e-5,2.1586208017796537e-5,8644/5742/5740/3248/5730/6916/80142,7
R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,7/539,15/11146,0.4666666666666667,9.650216450216451,7.556899516408746,2.7269810660780194e-6,2.9833172862893532e-5,2.1586208017796537e-5,5373/4351/116150/8818/5236/2584/8813,7
R-HSA-71336,Pentose phosphate pathway,7/539,15/11146,0.4666666666666667,9.650216450216451,7.556899516408746,2.7269810660780194e-6,2.9833172862893532e-5,2.1586208017796537e-5,5226/2539/7086/23729/6888/5631/51071,7
R-HSA-917937,Iron uptake and transport,13/539,58/11146,0.22413793103448276,4.634956176828098,6.256402805193601,2.907423628591174e-6,3.1183543624301414e-5,2.2563287602688986e-5,50617/1356/48/245972/2495/10312/9114/537/51382/529/535/3163/523,13
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),11/539,42/11146,0.2619047619047619,5.415937803692906,6.463176278572376,3.328555773578545e-6,3.501384631052816e-5,2.5334756495253703e-5,6319/79071/3156/2194/2222/10654/4047/3157/6713/4597/4598,11
R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,6/539,11/11146,0.5454545454545454,11.279473772980266,7.688829832265505,4.6680879084298896e-6,4.817819030021037e-5,3.486000106394516e-5,5471/10606/3615/3614/5198/471,6
R-HSA-8956319,Nucleotide catabolism,10/539,36/11146,0.2777777777777778,5.7441764584621735,6.426776391027172,5.231959955587737e-6,5.299781658715726e-5,3.834730883627659e-5,377841/7498/4907/953/1806/4860/7378/56985/11164/22978,10
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,12/539,53/11146,0.22641509433962265,4.682045717086148,6.0567652208551275,6.262771951417396e-6,6.228611377136937e-5,4.506798571737686e-5,27124/4952/5294/8867/3635/8871/5291/51763/23396/4534/8897/79837,12
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,8/539,23/11146,0.34782608695652173,7.192707913204807,6.701494730374308,7.3040454523432245e-6,7.134487254342399e-5,5.16225768812228e-5,8644/9420/1646/1593/8309/6342/3295/10998,8
R-HSA-77387,Insulin receptor recycling,9/539,30/11146,0.3,6.203710575139146,6.433356622215025,7.769444088177832e-6,7.455940203918024e-5,5.394849449962817e-5,50617/245972/10312/9114/537/51382/529/535/523,9
R-HSA-1475029,Reversible hydration of carbon dioxide,6/539,12/11146,0.5,10.339517625231911,7.296718553839096,8.954879105703854e-6,8.3022353742712e-5,6.00719811551231e-5,768/762/759/760/11238/377677,6
R-HSA-174403,Glutathione synthesis and recycling,6/539,12/11146,0.5,10.339517625231911,7.296718553839096,8.954879105703854e-6,8.3022353742712e-5,6.00719811551231e-5,79094/2687/494143/2678/2729/79017,6
R-HSA-917977,Transferrin endocytosis and recycling,9/539,31/11146,0.2903225806451613,6.003590879166916,6.288485156973683,1.0482933802581044e-5,9.556941316686386e-5,6.915058087316619e-5,50617/245972/10312/9114/537/51382/529/535/523,9
R-HSA-9840310,Glycosphingolipid catabolism,10/539,39/11146,0.2564102564102564,5.302316730888159,6.067006099586393,1.1476262609224363e-5,1.029100925777988e-4,7.446203176994582e-5,129807/3074/427/55512/410/2720/2581/411/6609/6610,10
R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),7/539,18/11146,0.3888888888888889,8.041847041847042,6.7398839078109445,1.1873947834529355e-5,1.047588623465735e-4,7.579973490293783e-5,5277/80235/9487/284098/8818/5279/5283,7
R-HSA-156580,Phase II - Conjugation of compounds,17/539,109/11146,0.1559633027522936,3.2251706353934404,5.2624645391501055,1.7411366623747786e-5,1.5117488163793712e-4,1.0938469257358676e-4,7367/79094/2938/2687/4259/4257/494143/2941/2678/9446/1312/2729/4258/79017/191/2950/9,17
R-HSA-389661,Glyoxylate metabolism and glycine degradation,7/539,19/11146,0.3684210526315789,7.618591934381407,6.508658671244209,1.8020283640890808e-5,1.5164761771641958e-4,1.0972674735182097e-4,2731/54363/189/8528/1738/2806/2653,7
R-HSA-9840309,Glycosphingolipid biosynthesis,7/539,19/11146,0.3684210526315789,7.618591934381407,6.508658671244209,1.8020283640890808e-5,1.5164761771641958e-4,1.0972674735182097e-4,7368/2583/84002/9331/9334/7357/6483,7
R-HSA-9772573,Late SARS-CoV-2 Infection Events,13/539,70/11146,0.18571428571428572,3.840392260800424,5.37370723209651,2.5661824173558465e-5,2.126820882263103e-4,1.5388908914287054e-4,6480/2530/27090/10610/1650/6185/7841/3703/4249/6482/23193/6483/1603,13
R-HSA-8964539,Glutamate and glutamine metabolism,6/539,14/11146,0.42857142857142855,8.862443678770209,6.635491559183244,2.6777622032077716e-5,2.186173022618882e-4,1.5818359597896656e-4,5831/5832/284716/57494/2746/2806,6
R-HSA-189445,Metabolism of porphyrins,8/539,27/11146,0.2962962962962963,6.127121555692984,6.012578582581713,2.7853261938705795e-5,2.2405491588929516e-4,1.621180571045415e-4,2938/644/211/3145/5498/3163/1371/7390,8
R-HSA-70895,Branched-chain amino acid catabolism,7/539,21/11146,0.3333333333333333,6.893011750154606,6.093054730380454,3.820905070974689e-5,3.0290363388741373e-4,2.1917014594759467e-4,593/1738/26275/64087/38/549/594,7
R-HSA-1222556,ROS and RNS production in phagocytes,9/539,36/11146,0.25,5.169758812615956,5.648632113039981,3.9416674129508235e-5,3.080131535548715e-4,2.2286721011571575e-4,50617/245972/4842/10312/9114/51382/529/535/523,9
R-HSA-9033241,Peroxisomal protein import,12/539,63/11146,0.19047619047619047,3.938863857231204,5.273017474302343,4.026375607835093e-5,3.102010503501121e-4,2.2445029333521057e-4,54363/189/122970/8528/2053/8309/847/8540/51/6342/3295/30,12
R-HSA-975577,N-Glycan antennae elongation,6/539,15/11146,0.4,8.27161410018553,6.3525412795685625,4.281138267607752e-5,3.252475878307556e-4,2.3533742523691733e-4,6480/8704/9331/9334/8703/4249,6
R-HSA-70326,Glucose metabolism,14/539,84/11146,0.16666666666666666,3.446505875077303,5.073494729572747,4.492661366442728e-5,3.3664188595125647e-4,2.435819284473635e-4,5224/2203/3101/283209/230/2597/2026/5091/5208/7167/5223/10007/5315/2023,14
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),11/539,55/11146,0.2,4.135807050092765,5.255129938302866,5.252840399316528e-5,3.882842835711001e-4,0.00028094850499900636,6319/79071/3156/2194/2222/10654/4047/3157/6713/4597/4598,11
R-HSA-211897,Cytochrome P450 - arranged by substrate type,12/539,66/11146,0.18181818181818182,3.7598245909934223,5.068993124948546,6.507328843323601e-5,4.7460118363973466e-4,3.4340430106521747e-4,1591/1588/1548/1551/9420/56603/1593/1594/5740/1545/29785/6916,12
R-HSA-196807,Nicotinate metabolism,8/539,31/11146,0.25806451612903225,5.336525225926148,5.450120758198146,8.338811250033795e-5,6.001749676011166e-4,4.3426496260563817e-4,952/4907/683/23475/5740/10135/83594/54981,8
R-HSA-196780,Biotin transport and metabolism,5/539,11/11146,0.45454545454545453,9.399561477483555,6.282695037928928,9.405651484034994e-5,6.431114202208927e-4,4.6533223131541555e-4,5091/64087/5096/5095/686,5
R-HSA-2206281,Mucopolysaccharidoses,5/539,11/11146,0.45454545454545453,9.399561477483555,6.282695037928928,9.405651484034994e-5,6.431114202208927e-4,4.6533223131541555e-4,3373/2799/2720/411/2588,5
R-HSA-73614,Pyrimidine salvage,5/539,11/11146,0.45454545454545453,9.399561477483555,6.282695037928928,9.405651484034994e-5,6.431114202208927e-4,4.6533223131541555e-4,7371/7083/978/7378/7084,5
R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,5/539,11/11146,0.45454545454545453,9.399561477483555,6.282695037928928,9.405651484034994e-5,6.431114202208927e-4,4.6533223131541555e-4,33/35/37/3032/3033,5
R-HSA-1483166,Synthesis of PA,9/539,40/11146,0.225,4.65278293135436,5.216907789053783,9.630125759519936e-5,6.503307148712845e-4,4.7055585257693255e-4,5319/2819/56895/79888/10555/55326/2820/23171/10554,9
R-HSA-192105,Synthesis of bile acids and bile salts,8/539,33/11146,0.24242424242424243,5.013099454657896,5.204264610346367,1.3473384982696162e-4,8.987733640896099e-4,6.503199940300074e-4,8644/9420/1646/1593/8309/6342/3295/10998,8
R-HSA-74259,Purine catabolism,6/539,18/11146,0.3333333333333333,6.893011750154606,5.640312098143778,1.4019744662100157e-4,9.239518470082875e-4,6.685382362650171e-4,7498/4907/4860/56985/11164/22978,6
R-HSA-70171,Glycolysis,12/539,73/11146,0.1643835616438356,3.399293465829669,4.636073215232267,1.7854864873392267e-4,0.0011626917959220917,8.412818536836457e-4,5224/3101/283209/230/2597/2026/5208/7167/5223/10007/5315/2023,12
R-HSA-5423646,Aflatoxin activation and detoxification,6/539,19/11146,0.3157894736842105,6.5302216580412065,5.438365970491963,1.965869064579764e-4,0.0012506486758255338,9.049242800161662e-4,22977/2687/4259/4257/2678/4258,6
R-HSA-3781865,Diseases of glycosylation,18/539,144/11146,0.125,2.584879406307978,4.314989890972493,1.9662849382266162e-4,0.0012506486758255338,9.049242800161662e-4,79695/3074/5373/11285/3955/10195/7841/4351/2720/56052/116150/26229/145173/1798/8818/5236/2584/8813,18
R-HSA-8982491,Glycogen metabolism,7/539,27/11146,0.25925925925925924,5.3612313612313605,5.114418683346227,2.2650869442131385e-4,0.0014241408718213642,0.0010304569764357414,8908/2548/5836/2997/2632/5236/2992,7
R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,5/539,13/11146,0.38461538461538464,7.953475096332239,5.65464844739455,2.4165060376041538e-4,0.0014686986695216357,0.001062697391975628,762/759/51700/760/606495,5
R-HSA-1480926,O2/CO2 exchange in erythrocytes,5/539,13/11146,0.38461538461538464,7.953475096332239,5.65464844739455,2.4165060376041538e-4,0.0014686986695216357,0.001062697391975628,762/759/51700/760/606495,5
R-HSA-74217,Purine salvage,5/539,13/11146,0.38461538461538464,7.953475096332239,5.65464844739455,2.4165060376041538e-4,0.0014686986695216357,0.001062697391975628,270/272/2766/4860/3251,5
R-HSA-9748784,Drug ADME,15/539,110/11146,0.13636363636363635,2.8198684432450665,4.323830150593595,2.544162633718076e-4,0.0015292933633448214,0.0011065415272157278,7367/1066/7498/2938/3291/2687/4830/2678/3615/4860/3614/2950/9/3251/22978,15
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,10/539,57/11146,0.17543859649122806,3.6279009211340036,4.48371869840909,3.5587919389198946e-4,0.0020637395848946156,0.001493247539536949,90161/9956/9955/9957/3340/11285/26035/2720/26229/9653,10
R-HSA-189451,Heme biosynthesis,5/539,14/11146,0.35714285714285715,7.385369732308508,5.388918342957786,3.6102448249838065e-4,0.0020637395848946156,0.001493247539536949,211/3145/5498/1371/7390,5
R-HSA-3322077,Glycogen synthesis,5/539,14/11146,0.35714285714285715,7.385369732308508,5.388918342957786,3.6102448249838065e-4,0.0020637395848946156,0.001493247539536949,8908/2997/2632/5236/2992,5
R-HSA-1614635,Sulfur amino acid metabolism,7/539,29/11146,0.2413793103448276,4.991491267353337,4.851527686597466,3.6596478927747295e-4,0.0020637395848946156,0.001493247539536949,2326/51074/84890/23474/191/2805/2806,7
R-HSA-390918,Peroxisomal lipid metabolism,7/539,29/11146,0.2413793103448276,4.991491267353337,4.851527686597466,3.6596478927747295e-4,0.0020637395848946156,0.001493247539536949,122970/8309/224/51/6342/3295/30,7
R-HSA-9683701,Translation of Structural Proteins,7/539,29/11146,0.2413793103448276,4.991491267353337,4.851527686597466,3.6596478927747295e-4,0.0020637395848946156,0.001493247539536949,6480/27090/10610/7841/6482/23193/6483,7
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,13/539,92/11146,0.14130434782608695,2.922037589739453,4.172863659066427,4.5620757026918076e-4,0.0025463830707881823,0.001842470960485628,2822/249/683/8876/8875/5277/80235/9487/284098/8818/5279/8813/5283,13
R-HSA-3296482,Defects in vitamin and cofactor metabolism,6/539,22/11146,0.2727272727272727,5.639736886490133,4.910348744840434,4.7753080919510994e-4,0.002638478309391163,0.0019091077539326034,5091/64087/326625/5096/5095/686,6
R-HSA-74752,Signaling by Insulin receptor,12/539,82/11146,0.14634146341463414,3.026200280555681,4.151177926474357,5.418114417221031e-4,0.002963708586219904,0.0021444326535527453,50617/9365/245972/10312/9114/5140/537/51382/529/535/5291/523,12
